mode,source_raw,destination_raw,reason,raw_record
flight,Dhanbad,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Dhanbad"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 762.61, ""time_hours"": 0.95, ""availability_raw"": ""Yes""}"
flight,Dehradun,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Dehradun"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1679.48, ""time_hours"": 2.1, ""availability_raw"": ""Yes""}"
flight,New Delhi,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""New Delhi"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1719.83, ""time_hours"": 2.15, ""availability_raw"": ""Yes""}"
flight,Daporijo,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Daporijo"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 287.67, ""time_hours"": 0.36, ""availability_raw"": ""No""}"
flight,Dharamshala / Kangra,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Dharamshala / Kangra"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1911.8, ""time_hours"": 2.39, ""availability_raw"": ""Yes""}"
flight,Dibrugarh,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Dibrugarh"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 322.42, ""time_hours"": 0.4, ""availability_raw"": ""Yes""}"
flight,Diu,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Diu"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 2396.18, ""time_hours"": 3.0, ""availability_raw"": ""Yes""}"
flight,Dimapur,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Dimapur"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 124.64, ""time_hours"": 0.16, ""availability_raw"": ""No""}"
flight,Guwahati,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Guwahati"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 275.62, ""time_hours"": 0.34, ""availability_raw"": ""No""}"
flight,Gaya,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Gaya"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 903.7, ""time_hours"": 1.13, ""availability_raw"": ""Yes""}"
flight,Dabolim (Vasco da Gama),(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Dabolim (Vasco da Gama)"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 2335.98, ""time_hours"": 2.92, ""availability_raw"": ""Yes""}"
flight,Gorakhpur,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Gorakhpur"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1069.48, ""time_hours"": 1.34, ""availability_raw"": ""Yes""}"
flight,Guna,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Guna"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1673.77, ""time_hours"": 2.09, ""availability_raw"": ""Yes""}"
flight,Gwalior,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Gwalior"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1580.19, ""time_hours"": 1.98, ""availability_raw"": ""Yes""}"
flight,Hubballi (Hubli),(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Hubballi (Hubli)"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 2222.14, ""time_hours"": 2.78, ""availability_raw"": ""Yes""}"
flight,Khajuraho,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Khajuraho"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1410.7, ""time_hours"": 1.76, ""availability_raw"": ""Yes""}"
flight,Hisar,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Hisar"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1856.87, ""time_hours"": 2.32, ""availability_raw"": ""Yes""}"
flight,Hyderabad,Hyderabad,self_loop,"{""source_raw"": ""Hyderabad"", ""destination_raw"": ""Hyderabad"", ""mode_raw"": ""Flight"", ""distance_km"": 23.71, ""time_hours"": 0.03, ""availability_raw"": ""No""}"
flight,Hyderabad,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Hyderabad"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1808.67, ""time_hours"": 2.26, ""availability_raw"": ""Yes""}"
flight,Indore,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Indore"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1853.44, ""time_hours"": 2.32, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Agra,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Agra"", ""mode_raw"": ""Flight"", ""distance_km"": 1613.93, ""time_hours"": 2.02, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Agatti Island (Lakshadweep),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Agatti Island (Lakshadweep)"", ""mode_raw"": ""Flight"", ""distance_km"": 2765.43, ""time_hours"": 3.46, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Aizawl,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Aizawl"", ""mode_raw"": ""Flight"", ""distance_km"": 164.97, ""time_hours"": 0.21, ""availability_raw"": ""No""}"
flight,(City varies; often used for smaller town strips),Akola,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Akola"", ""mode_raw"": ""Flight"", ""distance_km"": 1782.32, ""time_hours"": 2.23, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Ahmedabad,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Ahmedabad"", ""mode_raw"": ""Flight"", ""distance_km"": 2168.4, ""time_hours"": 2.71, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Amritsar,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Amritsar"", ""mode_raw"": ""Flight"", ""distance_km"": 2019.37, ""time_hours"": 2.52, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bhubaneswar,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bhubaneswar"", ""mode_raw"": ""Flight"", ""distance_km"": 969.45, ""time_hours"": 1.21, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Vadodara,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Vadodara"", ""mode_raw"": ""Flight"", ""distance_km"": 2123.42, ""time_hours"": 2.65, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bellary,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bellary"", ""mode_raw"": ""Flight"", ""distance_km"": 2068.16, ""time_hours"": 2.59, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bhuj,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bhuj"", ""mode_raw"": ""Flight"", ""distance_km"": 2462.76, ""time_hours"": 3.08, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bhopal,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bhopal"", ""mode_raw"": ""Flight"", ""distance_km"": 1688.38, ""time_hours"": 2.11, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bhavnagar,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bhavnagar"", ""mode_raw"": ""Flight"", ""distance_km"": 2240.74, ""time_hours"": 2.8, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bikaner,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bikaner"", ""mode_raw"": ""Flight"", ""distance_km"": 2080.59, ""time_hours"": 2.6, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bengaluru,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bengaluru"", ""mode_raw"": ""Flight"", ""distance_km"": 2130.03, ""time_hours"": 2.66, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Mumbai,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Mumbai"", ""mode_raw"": ""Flight"", ""distance_km"": 2255.26, ""time_hours"": 2.82, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Hyderabad,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Hyderabad"", ""mode_raw"": ""Flight"", ""distance_km"": 1793.06, ""time_hours"": 2.24, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Bathinda,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Bathinda"", ""mode_raw"": ""Flight"", ""distance_km"": 1959.0, ""time_hours"": 2.45, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Kozhikode (Calicut),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Kozhikode (Calicut)"", ""mode_raw"": ""Flight"", ""distance_km"": 2423.59, ""time_hours"": 3.03, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Kolkata,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Kolkata"", ""mode_raw"": ""Flight"", ""distance_km"": 603.5, ""time_hours"": 0.75, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Kadapa,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Kadapa"", ""mode_raw"": ""Flight"", ""distance_km"": 1947.52, ""time_hours"": 2.43, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Coimbatore,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Coimbatore"", ""mode_raw"": ""Flight"", ""distance_km"": 2343.46, ""time_hours"": 2.93, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Cooch Behar,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Cooch Behar"", ""mode_raw"": ""Flight"", ""distance_km"": 477.43, ""time_hours"": 0.6, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Kochi,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Kochi"", ""mode_raw"": ""Flight"", ""distance_km"": 2461.77, ""time_hours"": 3.08, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Dhanbad,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Dhanbad"", ""mode_raw"": ""Flight"", ""distance_km"": 762.61, ""time_hours"": 0.95, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Dehradun,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Dehradun"", ""mode_raw"": ""Flight"", ""distance_km"": 1679.48, ""time_hours"": 2.1, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),New Delhi,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""New Delhi"", ""mode_raw"": ""Flight"", ""distance_km"": 1719.83, ""time_hours"": 2.15, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Daporijo,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Daporijo"", ""mode_raw"": ""Flight"", ""distance_km"": 287.67, ""time_hours"": 0.36, ""availability_raw"": ""No""}"
flight,(City varies; often used for smaller town strips),Dharamshala / Kangra,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Dharamshala / Kangra"", ""mode_raw"": ""Flight"", ""distance_km"": 1911.8, ""time_hours"": 2.39, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Dibrugarh,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Dibrugarh"", ""mode_raw"": ""Flight"", ""distance_km"": 322.42, ""time_hours"": 0.4, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Diu,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Diu"", ""mode_raw"": ""Flight"", ""distance_km"": 2396.18, ""time_hours"": 3.0, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Dimapur,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Dimapur"", ""mode_raw"": ""Flight"", ""distance_km"": 124.64, ""time_hours"": 0.16, ""availability_raw"": ""No""}"
flight,(City varies; often used for smaller town strips),Guwahati,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Guwahati"", ""mode_raw"": ""Flight"", ""distance_km"": 275.62, ""time_hours"": 0.34, ""availability_raw"": ""No""}"
flight,(City varies; often used for smaller town strips),Gaya,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Gaya"", ""mode_raw"": ""Flight"", ""distance_km"": 903.7, ""time_hours"": 1.13, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Dabolim (Vasco da Gama),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Dabolim (Vasco da Gama)"", ""mode_raw"": ""Flight"", ""distance_km"": 2335.98, ""time_hours"": 2.92, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Gorakhpur,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Gorakhpur"", ""mode_raw"": ""Flight"", ""distance_km"": 1069.48, ""time_hours"": 1.34, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Guna,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Guna"", ""mode_raw"": ""Flight"", ""distance_km"": 1673.77, ""time_hours"": 2.09, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Gwalior,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Gwalior"", ""mode_raw"": ""Flight"", ""distance_km"": 1580.19, ""time_hours"": 1.98, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Hubballi (Hubli),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Hubballi (Hubli)"", ""mode_raw"": ""Flight"", ""distance_km"": 2222.14, ""time_hours"": 2.78, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Khajuraho,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Khajuraho"", ""mode_raw"": ""Flight"", ""distance_km"": 1410.7, ""time_hours"": 1.76, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Hisar,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Hisar"", ""mode_raw"": ""Flight"", ""distance_km"": 1856.87, ""time_hours"": 2.32, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Hyderabad,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Hyderabad"", ""mode_raw"": ""Flight"", ""distance_km"": 1808.67, ""time_hours"": 2.26, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Indore,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Indore"", ""mode_raw"": ""Flight"", ""distance_km"": 1853.44, ""time_hours"": 2.32, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Nashik,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Nashik"", ""mode_raw"": ""Flight"", ""distance_km"": 2130.83, ""time_hours"": 2.66, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Agartala,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Agartala"", ""mode_raw"": ""Flight"", ""distance_km"": 285.71, ""time_hours"": 0.36, ""availability_raw"": ""No""}"
flight,(City varies; often used for smaller town strips),Siliguri,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Siliguri"", ""mode_raw"": ""Flight"", ""distance_km"": 597.56, ""time_hours"": 0.75, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Chandigarh,unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Chandigarh"", ""mode_raw"": ""Flight"", ""distance_km"": 1804.39, ""time_hours"": 2.26, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Prayagraj (Allahabad),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Prayagraj (Allahabad)"", ""mode_raw"": ""Flight"", ""distance_km"": 1226.39, ""time_hours"": 1.53, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Mangaluru (Mangalore),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Mangaluru (Mangalore)"", ""mode_raw"": ""Flight"", ""distance_km"": 2387.19, ""time_hours"": 2.98, ""availability_raw"": ""Yes""}"
flight,(City varies; often used for smaller town strips),Belagavi (Belgaum),unresolved_city_name,"{""source_raw"": ""(City varies; often used for smaller town strips)"", ""destination_raw"": ""Belagavi (Belgaum)"", ""mode_raw"": ""Flight"", ""distance_km"": 2237.46, ""time_hours"": 2.8, ""availability_raw"": ""Yes""}"
flight,Nashik,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Nashik"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 2130.83, ""time_hours"": 2.66, ""availability_raw"": ""Yes""}"
flight,Agartala,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Agartala"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 285.71, ""time_hours"": 0.36, ""availability_raw"": ""No""}"
flight,Siliguri,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Siliguri"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 597.56, ""time_hours"": 0.75, ""availability_raw"": ""Yes""}"
flight,Chandigarh,(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Chandigarh"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1804.39, ""time_hours"": 2.26, ""availability_raw"": ""Yes""}"
flight,Prayagraj (Allahabad),(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Prayagraj (Allahabad)"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 1226.39, ""time_hours"": 1.53, ""availability_raw"": ""Yes""}"
flight,Mangaluru (Mangalore),(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Mangaluru (Mangalore)"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 2387.19, ""time_hours"": 2.98, ""availability_raw"": ""Yes""}"
flight,Belagavi (Belgaum),(City varies; often used for smaller town strips),unresolved_city_name,"{""source_raw"": ""Belagavi (Belgaum)"", ""destination_raw"": ""(City varies; often used for smaller town strips)"", ""mode_raw"": ""Flight"", ""distance_km"": 2237.46, ""time_hours"": 2.8, ""availability_raw"": ""Yes""}"
