attraction_id,destination_id,attraction_name,category,latitude,longitude,summary,source_url,source_type,rank_within_destination,source_confidence
gujarat--vadodara--explore,gujarat--vadodara,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/gujarat/vadodara/mahakali-temple,official_link,4,0.7
gujarat--vadodara--explore,gujarat--vadodara,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/gujarat/vadodara/chandod,official_link,5,0.7
gujarat--vadodara--explore,gujarat--vadodara,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/gujarat/vadodara/sikandar-shahs-tomb,official_link,6,0.7
haryana--faridabad--explore,haryana--faridabad,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/faridabad/surajkund-lake,official_link,1,0.7
haryana--faridabad--explore,haryana--faridabad,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/faridabad/raja-nahar-singh-palace,official_link,2,0.7
haryana--faridabad--explore,haryana--faridabad,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/faridabad/dhyan-kaksh,official_link,3,0.7
haryana--gurugram--museo-camera-centre-for-the-photographic-arts,haryana--gurugram,"Museo camera, centre for the photographic arts",attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/museo-camera,official_link,1,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/begum-samru-palace,official_link,2,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/neverenuf-garden-railway,official_link,3,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/heritage-transport-museum,official_link,4,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/mosque-and-sarai-of-ala-vardi-khan,official_link,5,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/farrukh-nagar-fort,official_link,6,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/badshahpur-fort-and-baoli,official_link,7,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/baoli-ghaus-ali-shah,official_link,8,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/shish-mahal,official_link,9,0.7
haryana--gurugram--explore,haryana--gurugram,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/gurugram/sheetla-mata-mandir,official_link,10,0.7
haryana--hisar--explore,haryana--hisar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/hisar/st-thomas-church,official_link,1,0.7
haryana--kurukshetra--brahma-sarovar,haryana--kurukshetra,Brahma Sarovar,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/kurukshetra/brahma-sarovar,official_link,1,0.7
haryana--kurukshetra--bhadrakali-temple,haryana--kurukshetra,Bhadrakali Temple,temple,,,,https://www.incredibleindia.gov.in/en/haryana/kurukshetra/bhadrakali-temple,official_link,2,0.7
haryana--kurukshetra--kurukshetra-panorama-and-science-centre,haryana--kurukshetra,Kurukshetra Panorama and Science Centre,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/kurukshetra/kurukshetra-panorama-and-science-centre,official_link,3,0.7
haryana--kurukshetra--explore,haryana--kurukshetra,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/kurukshetra/sri-krishna-museum,official_link,4,0.7
haryana--kurukshetra--explore,haryana--kurukshetra,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/kurukshetra/dharohar-museum,official_link,5,0.7
haryana--kurukshetra--kurukshetra-exploring-the-religious-and-heritage-sites,haryana--kurukshetra,Kurukshetra - Exploring The Religious And Heritage Sites,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/kurukshetra/kurukshetra-exploring-the-religious-and-heritage-sites,official_link,6,0.7
haryana--panipat--explore,haryana--panipat,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/panipat/ibrahim-lodhi-tomb,official_link,1,0.7
haryana--panipat--explore,haryana--panipat,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/panipat/kabuli-bagh-mosque,official_link,2,0.7
haryana--panipat--explore,haryana--panipat,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/haryana/panipat/hemu-samadhi-sthal,official_link,3,0.7
himachal-pradesh--chamba--manimahesh-lake,himachal-pradesh--chamba,Manimahesh Lake,lake,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/manimahesh-lake,official_link,1,0.7
himachal-pradesh--chamba--bhuri-singh-museum,himachal-pradesh--chamba,Bhuri Singh Museum,museum,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/bhuri-singh-museum,official_link,2,0.7
himachal-pradesh--chamba--explore,himachal-pradesh--chamba,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/bhaijnath-temple,official_link,3,0.7
himachal-pradesh--chamba--explore,himachal-pradesh--chamba,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/chamunda-devi-temple,official_link,4,0.7
himachal-pradesh--chamba--explore,himachal-pradesh--chamba,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/brajeshwari-temple,official_link,5,0.7
himachal-pradesh--chamba--explore,himachal-pradesh--chamba,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/masroor-temple,official_link,6,0.7
himachal-pradesh--chamba--explore,himachal-pradesh--chamba,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/akhand-chandi-palace,official_link,7,0.7
himachal-pradesh--chamba--chamba-where-10th-century-traditions-survive,himachal-pradesh--chamba,Chamba – where 10th century traditions survive!,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/chamba-where-10th-century-traditions,official_link,8,0.7
himachal-pradesh--chamba--bharmour-the-land-of-lord-shiva,himachal-pradesh--chamba,Bharmour – the land of Lord Shiva,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/chamba/bharmour-the-land-of-lord,official_link,9,0.7
himachal-pradesh--dalhousie--dainkund-peak,himachal-pradesh--dalhousie,Dainkund Peak,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dalhousie/dainkund-peak,official_link,1,0.7
himachal-pradesh--dalhousie--st-francis-church,himachal-pradesh--dalhousie,St. Francis Church,church,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dalhousie/st-francis-church,official_link,2,0.7
himachal-pradesh--dalhousie--explore,himachal-pradesh--dalhousie,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dalhousie/st-patricks-church,official_link,3,0.7
himachal-pradesh--dalhousie--explore,himachal-pradesh--dalhousie,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dalhousie/panjpulla-and-satdhara-falls,official_link,4,0.7
himachal-pradesh--dalhousie--explore,himachal-pradesh--dalhousie,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dalhousie/st-andrews-church,official_link,5,0.7
himachal-pradesh--dharamshala--church-of-st-john-in-the-wilderness,himachal-pradesh--dharamshala,Church of St-John-in-the- Wilderness,church,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/st-john-in-the-wilderness-church,official_link,1,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/norbulingka-institute-or-losel-dolls-museum,official_link,2,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/joginder-nagar,official_link,3,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/sujanpur-tira,official_link,4,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/chamunda-devi,official_link,5,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/war-memorial,official_link,6,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/kareri-lake,official_link,7,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/chintpurni,official_link,8,0.7
himachal-pradesh--dharamshala--explore,himachal-pradesh--dharamshala,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/kangra-fort,official_link,9,0.7
himachal-pradesh--dharamshala--dharamsala-spiritual-travel-guide,himachal-pradesh--dharamshala,Dharamsala spiritual travel guide,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/dharamshala/dharamsala-spiritual-travel-guide,official_link,10,0.7
himachal-pradesh--kangra--the-brajeshwari-devi-temple,himachal-pradesh--kangra,The Brajeshwari Devi Temple,temple,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/brajeshwari-devi-temple,official_link,1,0.7
himachal-pradesh--kangra--baijnath-temple,himachal-pradesh--kangra,Baijnath Temple,temple,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/baijnath-temple,official_link,2,0.7
himachal-pradesh--kangra--explore,himachal-pradesh--kangra,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/dhauladhar-wildlife-sanctuary,official_link,3,0.7
himachal-pradesh--kangra--explore,himachal-pradesh--kangra,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/bir-billing,official_link,4,0.7
himachal-pradesh--kangra--explore,himachal-pradesh--kangra,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/mcleodganj,official_link,5,0.7
himachal-pradesh--kangra--explore,himachal-pradesh--kangra,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/norbulingka-institute,official_link,6,0.7
himachal-pradesh--kangra--bir-billing-paragliding,himachal-pradesh--kangra,Bir Billing Paragliding,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/bir-billing-paragliding-2nd-highest-in-the-world,official_link,7,0.7
himachal-pradesh--kangra--5-must-visit-temples-in-kangra,himachal-pradesh--kangra,5 Must Visit Temples In Kangra,temple,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kangra/5-must-visit-temples-in-kangra,official_link,8,0.7
himachal-pradesh--kasauli--explore,himachal-pradesh--kasauli,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kasauli/renukaji-lake,official_link,1,0.7
himachal-pradesh--kasauli--explore,himachal-pradesh--kasauli,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kasauli/baba-balak-nath-temple,official_link,2,0.7
himachal-pradesh--kasauli--explore,himachal-pradesh--kasauli,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kasauli/kasauli-baptist-church,official_link,3,0.7
himachal-pradesh--kasauli--explore,himachal-pradesh--kasauli,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kasauli/kuthar-fort,official_link,4,0.7
himachal-pradesh--kullu--great-himalayan-national-park,himachal-pradesh--kullu,Great Himalayan National Park,park,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kullu/great-himalayan-national-park,official_link,1,0.7
himachal-pradesh--kullu--khirganga-national-park,himachal-pradesh--kullu,Khirganga National Park,park,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kullu/khirganga-national-park,official_link,2,0.7
himachal-pradesh--kullu--explore,himachal-pradesh--kullu,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kullu/bijli-mahadev-temple,official_link,3,0.7
himachal-pradesh--kullu--explore,himachal-pradesh--kullu,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/kullu/raghunathji-temple,official_link,4,0.7
himachal-pradesh--manali--hadimba-devi-temple,himachal-pradesh--manali,Hadimba Devi Temple,temple,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/hidimba-temple,official_link,1,0.7
himachal-pradesh--manali--brighu-lake,himachal-pradesh--manali,Brighu Lake,lake,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/brighu-lake,official_link,2,0.7
himachal-pradesh--manali--solang-valley,himachal-pradesh--manali,Solang Valley,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/solang-nullah,official_link,3,0.7
himachal-pradesh--manali--rohtang-pass,himachal-pradesh--manali,Rohtang Pass,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/rohtang-pass,official_link,4,0.7
himachal-pradesh--manali--explore,himachal-pradesh--manali,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/mountaineering-institute,official_link,5,0.7
himachal-pradesh--manali--explore,himachal-pradesh--manali,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/vashisht-temple,official_link,6,0.7
himachal-pradesh--manali--explore,himachal-pradesh--manali,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/the-manali-gompa,official_link,7,0.7
himachal-pradesh--manali--explore,himachal-pradesh--manali,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/jagatsukh,official_link,8,0.7
himachal-pradesh--manali--explore,himachal-pradesh--manali,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/naggar,official_link,9,0.7
himachal-pradesh--manali--explore,himachal-pradesh--manali,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/manali/nehru-kund,official_link,10,0.7
himachal-pradesh--shimla--gaiety-heritage-cultural-complex,himachal-pradesh--shimla,Gaiety Heritage Cultural Complex,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/gaiety-heritage-cultural-complex,official_link,1,0.7
himachal-pradesh--shimla--gorton-castle,himachal-pradesh--shimla,Gorton Castle,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/gorton-castle,official_link,2,0.7
himachal-pradesh--shimla--christ-church,himachal-pradesh--shimla,Christ Church,church,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/christ-church,official_link,3,0.7
himachal-pradesh--shimla--gurudwara-sahib,himachal-pradesh--shimla,Gurudwara Sahib,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/gurudwara-sahib,official_link,4,0.7
himachal-pradesh--shimla--annandale,himachal-pradesh--shimla,Annandale,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/annandale,official_link,5,0.7
himachal-pradesh--shimla--summer-hil,himachal-pradesh--shimla,Summer Hil,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/summer-hill,official_link,6,0.7
himachal-pradesh--shimla--kufri,himachal-pradesh--shimla,Kufri,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/kufri,official_link,7,0.7
himachal-pradesh--shimla--mashobra,himachal-pradesh--shimla,Mashobra,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/mashobra,official_link,8,0.7
himachal-pradesh--shimla--narkanda,himachal-pradesh--shimla,Narkanda,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/narkanda,official_link,9,0.7
himachal-pradesh--shimla--mall-road,himachal-pradesh--shimla,Mall Road,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/shimla/mall-road,official_link,10,0.7
himachal-pradesh--spiti-valley--explore,himachal-pradesh--spiti-valley,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/himachal-pradesh/spiti-valley/dhankar,official_link,1,0.7
jammu-and-kashmir--anantnag--martand-sun-temple,jammu-and-kashmir--anantnag,Martand Sun Temple,temple,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/martand-sun-temple,official_link,1,0.7
jammu-and-kashmir--anantnag--ziarat-baba-hyder-reshi,jammu-and-kashmir--anantnag,Ziarat Baba Hyder Reshi,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/ziarat-baba-hyder-reshi,official_link,2,0.7
jammu-and-kashmir--anantnag--masjid-baba-dawood-khaki,jammu-and-kashmir--anantnag,Masjid Baba Dawood Khaki,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/masjid-baba-dawood-khaki,official_link,3,0.7
jammu-and-kashmir--anantnag--explore,jammu-and-kashmir--anantnag,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/uma-devi-of-uma-nagri,official_link,4,0.7
jammu-and-kashmir--anantnag--explore,jammu-and-kashmir--anantnag,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/shri-amarnath-ji,official_link,5,0.7
jammu-and-kashmir--anantnag--explore,jammu-and-kashmir--anantnag,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/masjid-syed-sahib,official_link,6,0.7
jammu-and-kashmir--anantnag--thrilling-adventures-in-and-around-anantnag-kashmir,jammu-and-kashmir--anantnag,"Thrilling Adventures In and Around Anantnag, Kashmir",attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/anantnag/thrilling-adventures-in-and-around-anantnag,official_link,7,0.7
jammu-and-kashmir--gulmarg--explore,jammu-and-kashmir--gulmarg,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/gulmarg/kanchenjunga-museum,official_link,1,0.7
jammu-and-kashmir--gulmarg--explore,jammu-and-kashmir--gulmarg,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/gulmarg/gulmarg-biosphere-reserve,official_link,2,0.7
jammu-and-kashmir--gulmarg--explore,jammu-and-kashmir--gulmarg,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/gulmarg/ferozepur-nallah,official_link,3,0.7
jammu-and-kashmir--jammu--kishtwar-national-park,jammu-and-kashmir--jammu,Kishtwar National Park,park,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/kishtwar-national-park,official_link,1,0.7
jammu-and-kashmir--jammu--bahu-fort,jammu-and-kashmir--jammu,Bahu Fort,fort,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/bahu-fort,official_link,2,0.7
jammu-and-kashmir--jammu--mubarak-mandi-palace,jammu-and-kashmir--jammu,Mubarak Mandi Palace,palace,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/mubarak-mandi-palace,official_link,3,0.7
jammu-and-kashmir--jammu--ramnagar-fort,jammu-and-kashmir--jammu,Ramnagar Fort,fort,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/ramnagar-fort,official_link,4,0.7
jammu-and-kashmir--jammu--vaishno-devi-temple,jammu-and-kashmir--jammu,Vaishno Devi Temple,temple,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/vaishno-devi-temple,official_link,5,0.7
jammu-and-kashmir--jammu--raghunath-temple,jammu-and-kashmir--jammu,Raghunath Temple,temple,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/raghunath-temple,official_link,6,0.7
jammu-and-kashmir--jammu--peer-kho-cave-temple,jammu-and-kashmir--jammu,Peer Kho Cave temple,temple,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/peer-kho-cave-temple,official_link,7,0.7
jammu-and-kashmir--jammu--shri-ranbireshwar-temple,jammu-and-kashmir--jammu,Shri Ranbireshwar Temple,temple,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/ranbireshwar-temple,official_link,8,0.7
jammu-and-kashmir--jammu--explore,jammu-and-kashmir--jammu,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/amar-mahal-palace,official_link,9,0.7
jammu-and-kashmir--jammu--explore,jammu-and-kashmir--jammu,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/jammu/manda-zoo,official_link,10,0.7
jammu-and-kashmir--pahalgam--lidder-river,jammu-and-kashmir--pahalgam,Lidder River,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/pahalgam/lidder-river,official_link,1,0.7
jammu-and-kashmir--patnitop--dr-syama-prasad-mookerjee-tunnel,jammu-and-kashmir--patnitop,Dr. Syama Prasad Mookerjee Tunnel,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/syama-prasad-mookerjee-tunnel,official_link,1,0.7
jammu-and-kashmir--patnitop--naag-mandir,jammu-and-kashmir--patnitop,Naag Mandir,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/naag-mandir,official_link,2,0.7
jammu-and-kashmir--patnitop--billo-ki-powri,jammu-and-kashmir--patnitop,Billo Ki Powri,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/billo-ki-powri,official_link,3,0.7
jammu-and-kashmir--patnitop--batote,jammu-and-kashmir--patnitop,Batote,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/batote,official_link,4,0.7
jammu-and-kashmir--patnitop--tulip-garden,jammu-and-kashmir--patnitop,Tulip Garden,garden,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/tulip-garden,official_link,5,0.7
jammu-and-kashmir--patnitop--sanasar,jammu-and-kashmir--patnitop,Sanasar,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/sanasar,official_link,6,0.7
jammu-and-kashmir--patnitop--kud-park,jammu-and-kashmir--patnitop,Kud Park,park,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/kud-park,official_link,7,0.7
jammu-and-kashmir--patnitop--explore,jammu-and-kashmir--patnitop,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/sudh-mahadev-temple,official_link,8,0.7
jammu-and-kashmir--patnitop--explore,jammu-and-kashmir--patnitop,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/nathatop,official_link,9,0.7
jammu-and-kashmir--patnitop--explore,jammu-and-kashmir--patnitop,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/patnitop/ramnagar-wildlife-sanctuary,official_link,10,0.7
jammu-and-kashmir--srinagar--dachigam-national-park,jammu-and-kashmir--srinagar,Dachigam National Park,park,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/dachigam-national-park,official_link,1,0.7
jammu-and-kashmir--srinagar--salim-ali-national-park,jammu-and-kashmir--srinagar,Salim Ali National Park,park,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/salim-ali-national-park,official_link,2,0.7
jammu-and-kashmir--srinagar--shah-hamdan-shrine,jammu-and-kashmir--srinagar,Shah Hamdan shrine,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/shah-i-hamadan-mosque,official_link,3,0.7
jammu-and-kashmir--srinagar--hazratbal-shrine,jammu-and-kashmir--srinagar,Hazratbal Shrine,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/hazratbal-mosque,official_link,4,0.7
jammu-and-kashmir--srinagar--explore,jammu-and-kashmir--srinagar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/shalimar-bagh,official_link,5,0.7
jammu-and-kashmir--srinagar--explore,jammu-and-kashmir--srinagar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/dal-lake,official_link,6,0.7
jammu-and-kashmir--srinagar--explore,jammu-and-kashmir--srinagar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/yusmarg,official_link,7,0.7
jammu-and-kashmir--srinagar--explore,jammu-and-kashmir--srinagar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/mandi,official_link,8,0.7
jammu-and-kashmir--srinagar--explore,jammu-and-kashmir--srinagar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/wular-lake,official_link,9,0.7
jammu-and-kashmir--srinagar--explore,jammu-and-kashmir--srinagar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jammu-and-kashmir/srinagar/nishat-bagh,official_link,10,0.7
jharkhand--deoghar--baba-baidyanath-dham,jharkhand--deoghar,Baba Baidyanath Dham,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/deoghar/baba-baidyanath-dham,official_link,1,0.7
jharkhand--deoghar--naulakha-mandir,jharkhand--deoghar,Naulakha Mandir,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/deoghar/naulakha-mandir,official_link,2,0.7
jharkhand--deoghar--trikut-pahar,jharkhand--deoghar,Trikut Pahar,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/deoghar/trikuta,official_link,3,0.7
jharkhand--deoghar--explore,jharkhand--deoghar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/deoghar/satsang-ashram,official_link,4,0.7
jharkhand--deoghar--explore,jharkhand--deoghar,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/deoghar/rikhiapeeth,official_link,5,0.7
jharkhand--jamshedpur--dimna-lake,jharkhand--jamshedpur,Dimna Lake,lake,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/dimna-lake,official_link,1,0.7
jharkhand--jamshedpur--dalma-hills,jharkhand--jamshedpur,"Dalma Hills,",attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/dalma-hills,official_link,2,0.7
jharkhand--jamshedpur--bhuvaneshwari-temple,jharkhand--jamshedpur,Bhuvaneshwari Temple,temple,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/bhuvaneshwari-temple,official_link,3,0.7
jharkhand--jamshedpur--tata-steel-zoological-park,jharkhand--jamshedpur,Tata Steel Zoological Park,park,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/tata-steel-zoological-park,official_link,4,0.7
jharkhand--jamshedpur--explore,jharkhand--jamshedpur,Explore,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/jamshedpur-coin-museum,official_link,5,0.7
jharkhand--jamshedpur--a-fusion-of-fun-and-excitement,jharkhand--jamshedpur,A fusion of fun and excitement,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/a-fusion-of-fun-and-excitement,official_link,6,0.7
jharkhand--jamshedpur--discovering-local-food-delicacies-in-jamshedpur,jharkhand--jamshedpur,Discovering local food delicacies in Jamshedpur,attraction,,,,https://www.incredibleindia.gov.in/en/jharkhand/jamshedpur/discovering-local-food-delicacies-in-jamshedpur,official_link,7,0.7
